date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:54:07	7823/7823	---M-Z	200	added ('OK')	text/css	etag:W/%2261ef6407-1e8f%22	https://mottie.github.io/Keyboard/css/keyboard-dark.css	C:/My%20Web%20Sites/copy%20krlo/mottie.github.io/Keyboard/css/keyboard-dark.css	(from https://www.newedil.eu/)
00:54:07	1051/1051	---MC-	200	added ('OK')	text/javascript	date:Tue,%2017%20Jun%202025%2019:24:19%20GMT	https://www.google.com/recaptcha/api.js?render=6LcXwpgqAAAAAJL-2BAGDynXJsY2uRI0b9LPf-Bu	C:/My%20Web%20Sites/copy%20krlo/www.google.com/recaptcha/apiccea.js	(from https://www.newedil.eu/)
00:54:09	187842/187842	---M--	200	added ('OK')	text/javascript	etag:49f2b546-e4ce-4d0c-ac99-4bf8a4dd54f0	https://objectstorage.eu-frankfurt-1.oraclecloud.com/n/fronf8xprl08/b/tecma-assets-prod/o/js/tecma-utils.js	C:/My%20Web%20Sites/copy%20krlo/objectstorage.eu-frankfurt-1.oraclecloud.com/n/fronf8xprl08/b/tecma-assets-prod/o/js/tecma-utils.js	(from https://www.newedil.eu/)
00:54:09	47162/47162	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2014:20:35%20GMT	https://www.newedil.eu/index.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/index-2.html	(from https://www.newedil.eu/)
00:54:09	1539/1539	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:34%20GMT	https://www.newedil.eu/images/newedil-navbar-logo.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/newedil-navbar-logo.svg	(from https://www.newedil.eu/)
00:54:09	32567/32567	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2014:20:36%20GMT	https://www.newedil.eu/chi-siamo.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/chi-siamo.html	(from https://www.newedil.eu/)
00:54:09	28251/28251	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2014:20:36%20GMT	https://www.newedil.eu/progetti.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/progetti.html	(from https://www.newedil.eu/)
00:54:09	51206/51206	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2014:20:36%20GMT	https://www.newedil.eu/finiture.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/finiture.html	(from https://www.newedil.eu/)
00:54:10	29878/29878	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2014:20:36%20GMT	https://www.newedil.eu/sostenibilita.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/sostenibilita.html	(from https://www.newedil.eu/)
00:54:10	42510/42510	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2014:20:36%20GMT	https://www.newedil.eu/certificazioni.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/certificazioni.html	(from https://www.newedil.eu/)
00:54:10	37397/37397	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2014:20:36%20GMT	https://www.newedil.eu/servizi.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/servizi.html	(from https://www.newedil.eu/)
00:54:10	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Jun%202025%2019:24:22%20GMT	https://www.newedil.eu/wireframe/components-1.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/wireframe/components-1.html	(from https://www.newedil.eu/)
00:54:11	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Jun%202025%2019:24:22%20GMT	https://www.newedil.eu/wireframe/components-2.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/wireframe/components-2.html	(from https://www.newedil.eu/)
00:54:11	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Jun%202025%2019:24:23%20GMT	https://www.newedil.eu/wireframe/style-guide.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/wireframe/style-guide.html	(from https://www.newedil.eu/)
00:54:11	29961/29961	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2014:20:36%20GMT	https://www.newedil.eu/contatti.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/contatti.html	(from https://www.newedil.eu/)
00:54:11	9804/9804	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:34%20GMT	https://www.newedil.eu/images/newedil-hero-logo.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/newedil-hero-logo.svg	(from https://www.newedil.eu/)
00:54:12	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Jun%202025%2019:24:23%20GMT	https://www.newedil.eu/%22videos/NEWEDIL-poster-00001.jpg%22	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/_videos/NEWEDIL-poster-00001.jpg_	(from https://www.newedil.eu/)
00:54:14	86010/86010	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:32%20GMT	https://www.newedil.eu/images/home-newedil_01.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/home-newedil_01.webp	(from https://www.newedil.eu/)
00:54:14	274/274	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:34%20GMT	https://www.newedil.eu/images/newedil-page-logo.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/newedil-page-logo.svg	(from https://www.newedil.eu/)
00:54:15	8928/8928	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:30%20GMT	https://www.newedil.eu/images/BUILDINGS-THAT-INNOVATE.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/BUILDINGS-THAT-INNOVATE.svg	(from https://www.newedil.eu/)
00:54:15	5004870/5004870	---M--	200	added ('OK')	video/mp4	date:Tue,%2011%20Feb%202025%2013:43:34%20GMT	https://www.newedil.eu/videos/NEWEDIL-transcode.mp4	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/videos/NEWEDIL-transcode.mp4	(from https://www.newedil.eu/)
00:54:16	391754/391754	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:33%20GMT	https://www.newedil.eu/images/home-newedil_02.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/home-newedil_02.webp	(from https://www.newedil.eu/)
00:54:16	58132/58132	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2014:20:37%20GMT	https://www.newedil.eu/residenze/via-valle.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/residenze/via-valle.html	(from https://www.newedil.eu/)
00:54:16	59301/59301	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2014:20:37%20GMT	https://www.newedil.eu/residenze/via-tripoli.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/residenze/via-tripoli.html	(from https://www.newedil.eu/)
00:54:21	597715/597715	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Mar%202025%2016:10:32%20GMT	https://www.newedil.eu/images/home-card_03.jpg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/home-card_03.jpg	(from https://www.newedil.eu/)
00:54:21	2017160/2017160	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:30%20GMT	https://www.newedil.eu/images/AC1873_VP01_Exterior_Garden_rev00.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/AC1873_VP01_Exterior_Garden_rev00.webp	(from https://www.newedil.eu/)
00:54:21	7214020/7214020	---M--	200	added ('OK')	video/webm	date:Tue,%2011%20Feb%202025%2013:43:40%20GMT	https://www.newedil.eu/videos/NEWEDIL-transcode.webm	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/videos/NEWEDIL-transcode.webm	(from https://www.newedil.eu/)
00:54:21	2272496/2272496	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:29%20GMT	https://www.newedil.eu/images/AC1872_VP01_Exterior_General_rev07_crop_1.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/AC1872_VP01_Exterior_General_rev07_crop_1.webp	(from https://www.newedil.eu/)
00:54:21	56176/56176	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:33%20GMT	https://www.newedil.eu/images/home-newedil_map.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/home-newedil_map.webp	(from https://www.newedil.eu/)
00:54:22	114446/114446	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:32%20GMT	https://www.newedil.eu/images/home-newedil-grid_01.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/home-newedil-grid_01.webp	(from https://www.newedil.eu/)
00:54:22	156106/156106	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:32%20GMT	https://www.newedil.eu/images/home-newedil-grid_04.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/home-newedil-grid_04.webp	(from https://www.newedil.eu/)
00:54:22	88000/88000	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:32%20GMT	https://www.newedil.eu/images/home-newedil-grid_03.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/home-newedil-grid_03.webp	(from https://www.newedil.eu/)
00:54:22	114252/114252	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:32%20GMT	https://www.newedil.eu/images/home-newedil-grid_02.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/home-newedil-grid_02.webp	(from https://www.newedil.eu/)
00:54:22	1682/1682	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:34%20GMT	https://www.newedil.eu/images/newedil-card-logo.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/newedil-card-logo.svg	(from https://www.newedil.eu/)
00:54:23	2134/2134	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:33%20GMT	https://www.newedil.eu/images/icon-card_01.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/icon-card_01.svg	(from https://www.newedil.eu/)
00:54:23	1698/1698	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:34%20GMT	https://www.newedil.eu/images/newedil-card-logo02.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/newedil-card-logo02.svg	(from https://www.newedil.eu/)
00:54:23	3656/3656	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:33%20GMT	https://www.newedil.eu/images/icon-card_02.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/icon-card_02.svg	(from https://www.newedil.eu/)
00:54:23	1426/1426	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:33%20GMT	https://www.newedil.eu/images/icon-card_03.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/icon-card_03.svg	(from https://www.newedil.eu/)
00:54:24	2775/2775	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:33%20GMT	https://www.newedil.eu/images/icon-card_04.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/icon-card_04.svg	(from https://www.newedil.eu/)
00:54:24	274/274	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:34%20GMT	https://www.newedil.eu/images/newedil-footer-logo.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/newedil-footer-logo.svg	(from https://www.newedil.eu/)
00:54:24	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Jun%202025%2019:24:36%20GMT	https://www.newedil.eu/servizi	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/servizi	(from https://www.newedil.eu/)
00:54:24	178742/178742	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:33%20GMT	https://www.newedil.eu/images/home-newedil_03.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/home-newedil_03.webp	(from https://www.newedil.eu/)
00:54:25	35545/35545	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2014:20:36%20GMT	https://www.newedil.eu/informativa-privacy-marketing.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/informativa-privacy-marketing.html	(from https://www.newedil.eu/)
00:54:25	19550/19550	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2014:20:35%20GMT	https://www.newedil.eu/informativa-privacy-cookie.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/informativa-privacy-cookie.html	(from https://www.newedil.eu/)
00:54:25	26718/26718	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2014:20:36%20GMT	https://www.newedil.eu/termini-e-condizioni-di-utilizzo.html	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/termini-e-condizioni-di-utilizzo.html	(from https://www.newedil.eu/)
00:54:25	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=673dbd9820c3c30b4b2bd23f	C:/My%20Web%20Sites/copy%20krlo/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8fc4f.js	(from https://www.newedil.eu/)
00:54:26	113126/113126	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261ef6407-1b9e6%22	https://mottie.github.io/Keyboard/js/jquery.keyboard.js	C:/My%20Web%20Sites/copy%20krlo/mottie.github.io/Keyboard/js/jquery.keyboard.js	(from https://www.newedil.eu/)
00:54:26	557711/557711	---M--	200	added ('OK')	text/javascript	date:Thu,%2024%20Apr%202025%2014:20:37%20GMT	https://www.newedil.eu/js/new-edil.js	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/js/new-edil.js	(from https://www.newedil.eu/)
00:54:27	8350/8350	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261ef6407-209e%22	https://mottie.github.io/Keyboard/js/jquery.mousewheel.js	C:/My%20Web%20Sites/copy%20krlo/mottie.github.io/Keyboard/js/jquery.mousewheel.js	(from https://www.newedil.eu/)
00:54:27	4385/4385	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261ef6407-1121%22	https://mottie.github.io/Keyboard/js/jquery.keyboard.extension-extender.js	C:/My%20Web%20Sites/copy%20krlo/mottie.github.io/Keyboard/js/jquery.keyboard.extension-extender.js	(from https://www.newedil.eu/)
00:54:27	13072/13072	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261ef6407-3310%22	https://mottie.github.io/Keyboard/js/jquery.keyboard.extension-typing.js	C:/My%20Web%20Sites/copy%20krlo/mottie.github.io/Keyboard/js/jquery.keyboard.extension-typing.js	(from https://www.newedil.eu/)
00:54:28	4561/4561	---M--	200	added ('OK')	text/javascript	date:Wed,%2006%20Oct%202021%2014:10:18%20GMT	https://www.tecmasolutions.com/clients/scripts/siti-1-0-0/js/siti.js	C:/My%20Web%20Sites/copy%20krlo/www.tecmasolutions.com/clients/scripts/siti-1-0-0/js/siti.js	(from https://www.newedil.eu/)
00:54:29	317/317	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:34%20GMT	https://www.newedil.eu/images/newedil-bk_white.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/newedil-bk_white.svg	(from https://www.newedil.eu/css/new-edil.css)
00:54:29	34544/34544	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:32%20GMT	https://www.newedil.eu/images/comingsoon-hero_02.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/comingsoon-hero_02.webp	(from https://www.newedil.eu/css/new-edil.css)
00:54:30	523/523	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:32%20GMT	https://www.newedil.eu/images/Form-Tick.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/Form-Tick.svg	(from https://www.newedil.eu/css/new-edil.css)
00:54:30	285/285	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:34%20GMT	https://www.newedil.eu/images/newedil-bk.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/newedil-bk.svg	(from https://www.newedil.eu/css/new-edil.css)
00:54:31	3375646/3375646	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:29%20GMT	https://www.newedil.eu/images/AC1872_VP01_Exterior_General_rev07_crop02.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/AC1872_VP01_Exterior_General_rev07_crop02.webp	(from https://www.newedil.eu/css/new-edil.css)
00:54:31	295884/295884	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:31%20GMT	https://www.newedil.eu/images/card-bk.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/card-bk.webp	(from https://www.newedil.eu/css/new-edil.css)
00:54:31	483799/483799	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Mar%202025%2016:10:31%20GMT	https://www.newedil.eu/images/chisiamo-card_02.jpg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/chisiamo-card_02.jpg	(from https://www.newedil.eu/css/new-edil.css)
00:54:32	1440606/1440606	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Mar%202025%2016:10:32%20GMT	https://www.newedil.eu/images/chisiamo-card_03.jpg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/chisiamo-card_03.jpg	(from https://www.newedil.eu/css/new-edil.css)
00:54:32	534120/534120	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Mar%202025%2016:10:31%20GMT	https://www.newedil.eu/images/chisiamo-card_01.jpg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/chisiamo-card_01.jpg	(from https://www.newedil.eu/css/new-edil.css)
00:54:33	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Jun%202025%2019:24:45%20GMT	https://www.newedil.eu/images/sostenibilita%c3%8c%c2%80-card_01.jpg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/sostenibilita%c3%8c%c2%80-card_01.jpg	(from https://www.newedil.eu/css/new-edil.css)
00:54:33	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Jun%202025%2019:24:45%20GMT	https://www.newedil.eu/images/sostenibilita%c3%8c%c2%80-card_02.jpg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/sostenibilita%c3%8c%c2%80-card_02.jpg	(from https://www.newedil.eu/css/new-edil.css)
00:54:33	359400/359400	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Mar%202025%2016:10:32%20GMT	https://www.newedil.eu/images/chisiamo-card_04.jpg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/chisiamo-card_04.jpg	(from https://www.newedil.eu/css/new-edil.css)
00:54:33	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Jun%202025%2019:24:45%20GMT	https://www.newedil.eu/images/sostenibilita%c3%8c%c2%80-card_03.jpg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/sostenibilita%c3%8c%c2%80-card_03.jpg	(from https://www.newedil.eu/css/new-edil.css)
00:54:33	836/836	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:32%20GMT	https://www.newedil.eu/images/gvv_pittogr-white_opacity20.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/gvv_pittogr-white_opacity20.svg	(from https://www.newedil.eu/css/new-edil.css)
00:54:34	890/890	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:30%20GMT	https://www.newedil.eu/images/angolo-green_pittogr_white-opacity20.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/angolo-green_pittogr_white-opacity20.svg	(from https://www.newedil.eu/css/new-edil.css)
00:54:34	274/274	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:34%20GMT	https://www.newedil.eu/images/logo-newedil-white.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/logo-newedil-white.svg	(from https://www.newedil.eu/css/new-edil.css)
00:54:34	106102/106102	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:32%20GMT	https://www.newedil.eu/images/contact-hero.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/contact-hero.webp	(from https://www.newedil.eu/css/new-edil.css)
00:54:34	1675/1675	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:34%20GMT	https://www.newedil.eu/images/newedil-logo-video.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/newedil-logo-video.svg	(from https://www.newedil.eu/css/new-edil.css)
00:54:35	331/331	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:35%20GMT	https://www.newedil.eu/images/poma_rombo_gold.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/poma_rombo_gold.svg	(from https://www.newedil.eu/css/new-edil.css)
00:54:35	273/273	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:30%20GMT	https://www.newedil.eu/images/arrow-slide-right.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/arrow-slide-right.svg	(from https://www.newedil.eu/css/new-edil.css)
00:54:35	360/360	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:31%20GMT	https://www.newedil.eu/images/CarbonArrowLeft.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/CarbonArrowLeft.svg	(from https://www.newedil.eu/css/new-edil.css)
00:54:35	362/362	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2016:10:31%20GMT	https://www.newedil.eu/images/CarbonArrowRight.svg	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/CarbonArrowRight.svg	(from https://www.newedil.eu/css/new-edil.css)
00:54:36	1265474/1265474	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:28%20GMT	https://www.newedil.eu/images/AC1872_VP01_Exterior_General_rev07.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/AC1872_VP01_Exterior_General_rev07.webp	(from https://www.newedil.eu/css/new-edil.css)
00:54:36	373576/373576	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2016:10:36%20GMT	https://www.newedil.eu/images/tecmasolutions_close_up_light_coffee_table_with_books.webp	C:/My%20Web%20Sites/copy%20krlo/www.newedil.eu/images/tecmasolutions_close_up_light_coffee_table_with_books.webp	(from https://www.newedil.eu/css/new-edil.css)
